	status	message	query	IP	country	countryCode	region	regionName	city	zip	lat	lon	timezone	isp	org	as
797	success		79.144.117.80	79.144.117.80	Spain	ES	MD	Madrid	Aranjuez	28300	40.0368	-3.6045	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
798	success		62.175.136.122	62.175.136.122	Spain	ES	CT	Catalonia	Barcelona	08005	41.3949	2.19746	Europe/Madrid	VODAFONE ONO, S.A.	Ono	AS6739 VODAFONE ONO, S.A.
799	success		81.45.52.175	81.45.52.175	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
800	success		2.139.201.28	2.139.201.28	Spain	ES	CT	Catalonia	Vic	08500	41.9272	2.2586	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
801	success		62.175.139.150	62.175.139.150	Spain	ES	CT	Catalonia	Barcelona	08005	41.3949	2.19746	Europe/Madrid	VODAFONE ONO, S.A.	Ono	AS6739 VODAFONE ONO, S.A.
802	success		108.168.250.12	108.168.250.12	United States	US	TX	Texas	Dallas	75270	32.7767	-96.805	America/Chicago	SoftLayer	SoftLayer Technologies Inc	AS36351 SoftLayer Technologies Inc.
803	success		88.2.219.180	88.2.219.180	Spain	ES	CL	Castille and León	Miranda de Ebro	09200	42.6851	-2.9522	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
804	success		92.57.179.84	92.57.179.84	Spain	ES	AN	Andalusia	Mazagon	21130	37.1161	-6.76	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
805	success		93.188.49.5	93.188.49.5	Spain	ES	MD	Madrid	Madrid	28045	40.4163	-3.6934	Europe/Madrid	MMA		AS200521 Ministerio de Asuntos Economicos y Transformacion Digital
806	success		79.153.119.82	79.153.119.82	Spain	ES	CT	Catalonia	Barcelona	08026	41.387	2.1701	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
807	success		195.53.125.133	195.53.125.133	Spain	ES	MD	Madrid	Lavapiés	11403	40.3977	-3.68437	Europe/Madrid	RIMA	Repsol S.A.	AS3352 TELEFONICA DE ESPANA
808	success		46.222.1.120	46.222.1.120	Spain	ES	MD	Madrid	Madrid	28001	40.4168	-3.70379	Europe/Madrid	XFERA Moviles S.A	Xfera Moviles SA	AS15704 XTRA TELECOM S.A.
809	success		84.123.136.127	84.123.136.127	Spain	ES	CT	Catalonia	Barcelona	08024	41.387	2.1701	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
810	success		31.4.212.174	31.4.212.174	Spain	ES	CT	Catalonia	Barcelona	08005	41.3949	2.19746	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
811	success		188.87.104.65	188.87.104.65	Spain	ES	CT	Catalonia	Sant Feliu de Llobregat	08980	41.3833	2.0469	Europe/Madrid	Vodafone Espana, S.A.U	IPCOM	AS12430 VODAFONE ESPANA S.A.U.
812	success		84.125.196.127	84.125.196.127	Spain	ES	AN	Andalusia	Chiclana de la Frontera	11130	36.4234	-6.1517	Europe/Madrid	Ono	PROVIDER Local Registry	AS6739 VODAFONE ONO, S.A.
813	success		89.131.143.211	89.131.143.211	Spain	ES	AN	Andalusia	Carmona	41410	37.4726	-5.6388	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
814	success		90.174.3.144	90.174.3.144	Spain	ES	MD	Madrid	Madrid	28019	40.4163	-3.6934	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
815	success		31.4.196.205	31.4.196.205	Spain	ES	AN	Andalusia	Seville	41006	37.3831	-5.9707	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
816	success		2.137.16.40	2.137.16.40	Spain	ES	VC	Valencia	Paiporta	46200	39.4305	-0.4191	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
817	success		147.156.170.67	147.156.170.67	Spain	ES	VC	Valencia	Mislata	46920	39.475	-0.4117	Europe/Madrid	Universidad de Valencia		AS766 Entidad Publica Empresarial Red.es
818	success		192.185.4.74	192.185.4.74	United States	US	MA	Massachusetts	Burlington	01803	42.4958	-71.1934	America/New_York	Unified Layer	WEBSITEWELCOME.COM	AS46606 Unified Layer
819	success		31.4.189.133	31.4.189.133	Spain	ES	CT	Catalonia	Barcelona	08015	41.387	2.1701	Europe/Madrid	VODAFONE-NETWORK	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
820	success		77.226.179.17	77.226.179.17	Spain	ES	CT	Catalonia	Barcelona	08015	41.387	2.1701	Europe/Madrid	Vodafone Espana S.A.U.	Sociedadproyectostematicoscdadvalenciana	AS12430 VODAFONE ESPANA S.A.U.
821	success		213.143.61.8	213.143.61.8	Spain	ES	AN	Andalusia	Seville	41009	37.3831	-5.9707	Europe/Madrid	AMENA	France Telecom España SA	AS12479 Orange Espagne SA
822	success		46.26.27.2	46.26.27.2	Spain	ES	MC	Murcia	Churra	30110	38.0223	-1.1351	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U	AS12430 VODAFONE ESPANA S.A.U.
823	success		83.55.163.245	83.55.163.245	Spain	ES	MD	Madrid	Madrid	28047	40.4163	-3.6934	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
824	success		95.61.224.248	95.61.224.248	Spain	ES	GA	Galicia	Vigo	36208	42.2299	-8.75608	Europe/Madrid	Comunitel Global	Comunitel Global S.A.	AS12430 VODAFONE ESPANA S.A.U.
825	success		123.125.71.36	123.125.71.36	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
826	success		37.72.26.102	37.72.26.102	Spain	ES	CT	Catalonia	Súria	08260	41.8335	1.7502	Europe/Madrid	ServiHosting Networks S.L.		AS29119 ServiHosting Networks S.L.
827	success		188.85.190.74	188.85.190.74	Spain	ES	GA	Galicia	Vigo	36208	42.2299	-8.75608	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U	AS12430 VODAFONE ESPANA S.A.U.
828	success		80.174.30.140	80.174.30.140	Spain	ES	MD	Madrid	Madrid	28042	40.4511	-3.60322	Europe/Madrid	Ono	ONO_ADSL	AS6739 VODAFONE ONO, S.A.
829	success		46.222.207.8	46.222.207.8	Spain	ES	MD	Madrid	Madrid	28001	40.4168	-3.70379	Europe/Madrid	XFERA Moviles S.A	Xfera Moviles SA	AS15704 XTRA TELECOM S.A.
830	success		46.26.144.183	46.26.144.183	Spain	ES	MD	Madrid	Madrid	28027	40.4163	-3.6934	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U	AS12430 VODAFONE ESPANA S.A.U.
831	success		213.251.189.209	213.251.189.209	France	FR	HDF	Hauts-de-France	Roubaix	59100	50.6917	3.20157	Europe/Paris	OVH SAS	OVH ISP	AS16276 OVH SAS
832	success		31.4.176.158	31.4.176.158	Spain	ES	MD	Madrid	Madrid	28043	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
833	success		80.30.252.245	80.30.252.245	Spain	ES	CE	Ceuta	Ceuta	51002	35.8853	-5.3193	Europe/Madrid	TDENET (Red de servicios IP)		AS3352 TELEFONICA DE ESPANA
834	success		80.34.184.155	80.34.184.155	Spain	ES	MD	Madrid	Madrid	28005	40.4163	-3.6934	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
835	success		188.77.50.119	188.77.50.119	Spain	ES	CT	Catalonia	Santa Coloma de Gramenet	08924	41.4481	2.2032	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
836	success		88.148.36.75	88.148.36.75	Spain	ES	MC	Murcia	Bullas	30180	38.0491	-1.6765	Europe/Madrid	ServiHosting Networks S.L	Tele Bullas S.L.	AS29119 ServiHosting Networks S.L.
837	success		87.111.221.104	87.111.221.104	Spain	ES	MD	Madrid	Madrid	28013	40.4204	-3.70175	Europe/Madrid	RIMA (Red IP Multi Acceso)	Telefonica De Espana	
838	success		90.174.2.142	90.174.2.142	Spain	ES	MD	Madrid	Madrid	28029	40.4163	-3.6934	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
839	success		31.4.212.216	31.4.212.216	Spain	ES	CT	Catalonia	Barcelona	08005	41.3949	2.19746	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
840	success		84.122.205.249	84.122.205.249	Spain	ES	CM	Castille-La Mancha	Petrola	02692	38.8323	-1.5623	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
841	success		90.174.2.66	90.174.2.66	Spain	ES	MD	Madrid	Madrid	28029	40.4163	-3.6934	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
842	success		85.54.246.191	85.54.246.191	Spain	ES	MD	Madrid	Pozuelo de Alarcón	28223	40.4195	-3.8014	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
843	success		83.60.83.138	83.60.83.138	Spain	ES	AN	Andalusia	Granada	18008	37.1918	-3.6095	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
844	success		62.151.100.130	62.151.100.130	Spain	ES	AN	Andalusia	Albolote	18220	37.229	-3.6545	Europe/Madrid	Orange Espagne SA	UNI2	AS12479 Orange Espagne SA
845	success		84.122.55.236	84.122.55.236	Spain	ES	AN	Andalusia	La Línea de la Concepción	11300	36.1679	-5.3471	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
846	success		5.153.20.133	5.153.20.133	Netherlands	NL	NH	North Holland	Amsterdam	1012	52.3759	4.8975	Europe/Amsterdam	SoftLayer	Simpli.fi	AS36351 SoftLayer Technologies Inc.
847	success		95.20.157.79	95.20.157.79	Spain	ES	AN	Andalusia	Almería	04003	36.8316	-2.4646	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
848	success		31.4.200.110	31.4.200.110	Spain	ES	CT	Catalonia	Barcelona	08006	41.387	2.1701	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
849	success		46.25.156.106	46.25.156.106	Spain	ES	MD	Madrid	Madrid	28001	40.4163	-3.6934	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U.	AS12430 VODAFONE ESPANA S.A.U.
850	success		212.170.176.111	212.170.176.111	Spain	ES	MD	Madrid	Madrid	28055	40.4163	-3.6934	Europe/Madrid	Telefonica de Espana SAU	TDENET (Red de servicios IP)	AS3352 TELEFONICA DE ESPANA
851	success		212.225.241.73	212.225.241.73	Spain	ES	AN	Andalusia	Córdoba	14007	37.8994	-4.7741	Europe/Madrid	Procono S.A.	Procono	AS34977 PROCONO S.A.
852	success		95.16.161.43	95.16.161.43	Spain	ES	CM	Castille-La Mancha	Malagon	13420	39.1674	-3.8534	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
853	success		80.33.124.163	80.33.124.163	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
854	success		81.45.53.56	81.45.53.56	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
855	success		202.46.48.25	202.46.48.25	China	CN	GD	Guangdong	Shenzhen		22.5414	114.123	Asia/Shanghai	Beijing Baidu Netcom Science and Technology Co., Ltd.	Sunrise	AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.
856	success		62.151.76.106	62.151.76.106	Spain	ES	CL	Castille and León	Valladolid	47009	41.6547	-4.7344	Europe/Madrid	Orange Espagne SA	UNI2	AS12479 Orange Espagne SA
857	success		62.174.80.74	62.174.80.74	Spain	ES	CT	Catalonia	Barcelona	08005	41.3949	2.19746	Europe/Madrid	VODAFONE ONO, S.A	Ono	AS6739 VODAFONE ONO, S.A.
858	success		84.79.49.113	84.79.49.113	Spain	ES	AN	Andalusia	Málaga	29010	36.7162	-4.4161	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
859	success		31.4.198.76	31.4.198.76	Spain	ES	AN	Andalusia	Seville	41006	37.3831	-5.9707	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
860	success		212.145.88.105	212.145.88.105	Spain	ES	CT	Catalonia	Tarragona	43007	41.1185	1.254	Europe/Madrid	Vodafone-BB Global		AS12430 VODAFONE ESPANA S.A.U.
861	success		79.152.116.207	79.152.116.207	Spain	ES	CT	Catalonia	Barcelona	08024	41.387	2.1701	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
862	success		31.4.177.158	31.4.177.158	Spain	ES	MD	Madrid	Madrid	28032	40.4163	-3.6934	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana S.A.U	AS12430 VODAFONE ESPANA S.A.U.
863	success		194.179.72.81	194.179.72.81	Spain	ES	MD	Madrid	Mostoles	28936	40.3192	-3.8661	Europe/Madrid	Telefonica De Espana	Telefonica De Espana	AS3352 TELEFONICA DE ESPANA
864	success		77.27.64.233	77.27.64.233	Spain	ES	GA	Galicia	Santiago de Compostela	15704	42.8769	-8.5471	Europe/Madrid	R Cable y Telecomunicaciones Galicia S.A.	R Cable y Telecomunicaciones Galicia S.A.	AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.
865	success		213.143.61.213	213.143.61.213	Spain	ES	AN	Andalusia	Seville	41009	37.3831	-5.9707	Europe/Madrid	AMENA	France Telecom España SA	AS12479 Orange Espagne SA
866	success		2.137.213.20	2.137.213.20	Spain	ES	MD	Madrid	Madrid	28030	40.4163	-3.6934	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
867	success		79.153.241.109	79.153.241.109	Spain	ES	CT	Catalonia	Barcelona	08016	41.387	2.1701	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
868	success		65.55.55.229	65.55.55.229	United States	US	WA	Washington	Quincy-moses Lake	98848	47.2342	-119.8525	America/Los_Angeles	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
869	success		81.45.55.48	81.45.55.48	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
870	success		37.15.244.233	37.15.244.233	Spain	ES	IB	Balearic Islands	Palma	07001	39.5661	2.6487	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
871	success		46.25.132.18	46.25.132.18	Spain	ES	MD	Madrid	Madrid	28012	40.4163	-3.6934	Europe/Madrid	Vodafone-BB Global	Vodafone Espana, S.A.U.	AS12430 VODAFONE ESPANA S.A.U.
872	success		81.45.52.41	81.45.52.41	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
873	success		62.87.30.66	62.87.30.66	Spain	ES	MD	Madrid	Madrid	28050	40.4506	-3.60236	Europe/Madrid	VODAFONE-NETWORK		AS12430 VODAFONE ESPANA S.A.U.
874	success		83.61.241.37	83.61.241.37	Spain	ES	GA	Galicia	A Coruña	15011	43.3675	-8.3969	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
875	success		213.60.69.186	213.60.69.186	Spain	ES	GA	Galicia	O Rosal	36770	42.0167	-8.8333	Europe/Madrid	R Cable y Telecomunicaciones Galicia S.A.	Grupo Gallego de Cable	AS12334 R Cable y Telecable Telecomunicaciones, S.A.U.
876	success		81.45.52.48	81.45.52.48	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
877	success		157.55.34.175	157.55.34.175	Canada	CA	ON	Ontario	Toronto	M5A	43.6532	-79.3832	America/Toronto	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
878	success		209.42.58.122	209.42.58.122	United States	US	FL	Florida	Fort Lauderdale	33316	26.1051	-80.129	America/New_York	OPTICALTEL	OPTICALTEL	AS29866 OPTICALTEL
879	success		83.32.15.226	83.32.15.226	Spain	ES	MD	Madrid	Madrid	28026	40.4163	-3.6934	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
880	success		83.43.71.59	83.43.71.59	Spain	ES	CT	Catalonia	Sant Cugat del Vallès	08195	41.4656	2.0794	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
881	success		84.120.36.56	84.120.36.56	Spain	ES	VC	Valencia	Valencia	46017	39.4923	-0.4046	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
882	success		123.125.71.55	123.125.71.55	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
883	success		213.37.152.99	213.37.152.99	Spain	ES	MD	Madrid	Madrid	28018	40.4163	-3.6934	Europe/Madrid	VODAFONE ONO, S.A	Ono	AS6739 VODAFONE ONO, S.A.
884	success		201.219.126.11	201.219.126.11	Colombia	CO	BOL	Departamento de Bolivar	Cartagena	130001	10.4013	-75.5267	America/Bogota	ETB - Colombia	Skynet De Colombia S.a. ESP	AS19429 ETB - Colombia
885	success		95.16.149.185	95.16.149.185	Spain	ES	AR	Aragon	Zaragoza	50018	41.6405	-0.8814	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
886	success		65.55.215.57	65.55.215.57	Canada	CA	ON	Ontario	Toronto	M5A	43.6532	-79.3832	America/Toronto	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
887	success		84.79.144.4	84.79.144.4	Spain	ES	NC	Navarre	Pamplona	31015	42.8087	-1.6628	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
888	success		188.77.74.132	188.77.74.132	Spain	ES	CT	Catalonia	Sant Boi de Llobregat	08830	41.3435	2.0323	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
889	success		144.76.183.41	144.76.183.41	Germany	DE	SN	Saxony	Falkenstein	08223	50.475	12.365	Europe/Berlin	Hetzner Online GmbH	Hetzner	AS24940 Hetzner Online GmbH
890	success		46.222.223.201	46.222.223.201	Spain	ES	MD	Madrid	Madrid	28001	40.4168	-3.70379	Europe/Madrid	XFERA Moviles S.A	Xfera Moviles SA	AS15704 XTRA TELECOM S.A.
891	success		123.125.71.15	123.125.71.15	China	CN	BJ	Beijing	Beijing		39.9075	116.3972	Asia/Shanghai	China Unicom Beijing Province Network		AS4808 China Unicom Beijing Province Network
892	success		95.18.145.23	95.18.145.23	Spain	ES	EX	Extremadura	Almaraz	10350	39.812	-5.6811	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
893	success		79.156.61.81	79.156.61.81	Spain	ES	CT	Catalonia	Lleida	25001	41.6133	0.6269	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
894	success		177.228.96.228	177.228.96.228	Mexico	MX	SIN	Sinaloa	Culiacán	80240	24.7572	-107.3604	America/Mazatlan	Mega Cable, S.A. de C.V.	Mega Cable, S.A. de C.V	AS13999 Mega Cable, S.A. de C.V.
895	success		89.131.163.68	89.131.163.68	Spain	ES	VC	Valencia	Tibi	03109	38.5333	-0.5807	Europe/Madrid	YIF Network		AS12479 Orange Espagne SA
896	success		217.125.108.49	217.125.108.49	Spain	ES	CT	Catalonia	Barcelona	08028	41.387	2.1701	Europe/Madrid	Telefonica de Espana SAU	TDENET (Red de servicios IP)	AS3352 TELEFONICA DE ESPANA
897	success		84.120.107.168	84.120.107.168	Spain	ES	MC	Murcia	Murcia	30570	37.9921	-1.1201	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
898	success		85.55.167.1	85.55.167.1	Spain	ES	IB	Balearic Islands	Palma	07001	39.5661	2.6487	Europe/Madrid	Uni2 1		AS12479 Orange Espagne SA
899	success		84.123.25.242	84.123.25.242	Spain	ES	VC	Valencia	Valencia	46018	39.4923	-0.4046	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
900	success		176.9.34.171	176.9.34.171	Germany	DE	TH	Thuringia	Weimar	99427	50.9892	11.298	Europe/Berlin	Hetzner Online GmbH	Hetzner	AS24940 Hetzner Online GmbH
901	success		83.52.230.253	83.52.230.253	Spain	ES	MD	Madrid	Madrid	28050	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
902	success		81.44.116.67	81.44.116.67	Spain	ES	CL	Castille and León	Valladolid	47018	41.6552	-4.72372	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
903	success		63.147.126.185	63.147.126.185	United States	US	NV	Nevada	Las Vegas	89139	36.0088	-115.2178	America/Los_Angeles	CenturyLink	Commercial Media Inc	AS209 CenturyLink Communications, LLC
904	success		81.60.44.216	81.60.44.216	Spain	ES	MD	Madrid	Madrid	28042	40.4511	-3.60322	Europe/Madrid	Vodafone Espana S.A.U.	ONO_Mobile&Wifi	AS12430 VODAFONE ESPANA S.A.U.
905	success		190.229.76.68	190.229.76.68	Argentina	AR	X	Cordoba	Córdoba	5000	-31.3918	-64.1848	America/Argentina/Cordoba	Telecom Argentina S.A.	Apolo -Gold-Telecom-Per	AS7303 Telecom Argentina S.A.
906	success		157.55.33.92	157.55.33.92	United States	US	WA	Washington	Quincy-moses Lake	98848	47.2342	-119.8525	America/Los_Angeles	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
907	success		186.115.68.62	186.115.68.62	Colombia	CO	ATL	Atlántico	Barranquilla	080001	11.0071	-74.8092	America/Bogota	Colombia Telecomunicaciones S.a. ESP	Colombia Telecomunicaciones S.a. ESP	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP
908	success		83.33.72.156	83.33.72.156	Spain	ES	MD	Madrid	Madrid	28045	40.4163	-3.6934	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
909	success		95.17.185.119	95.17.185.119	Spain	ES	CT	Catalonia	Les Borges Blanques	25400	41.5187	0.867	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
910	success		88.8.201.76	88.8.201.76	Spain	ES	AN	Andalusia	Chiclana de la Frontera	11130	36.4234	-6.1517	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
911	success		2.139.249.224	2.139.249.224	Spain	ES	VC	Valencia	Benaguasil	46180	39.599	-0.5782	Europe/Madrid	RIMA (Red IP Multi Acceso)		AS3352 TELEFONICA DE ESPANA
912	success		81.202.103.206	81.202.103.206	Spain	ES	VC	Valencia	Vila-real	12540	39.9333	-0.1018	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
913	success		213.143.49.95	213.143.49.95	Spain	ES	CT	Catalonia	Barcelona	08015	41.387	2.1701	Europe/Madrid	Internet GPRS Plus Services	France Telecom España SA	AS12479 Orange Espagne SA
914	success		37.15.168.65	37.15.168.65	Spain	ES	CT	Catalonia	Girona	17006	41.9851	2.8242	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
915	success		46.25.24.140	46.25.24.140	Spain	ES	MD	Madrid	Madrid	28001	40.4168	-3.70379	Europe/Madrid	Vodafone Espana S.A.U.	Vodafone Espana, S.A.U.	AS12430 VODAFONE ESPANA S.A.U.
916	success		195.245.248.7	195.245.248.7	Spain	ES	MD	Madrid	Madrid	28041	40.4163	-3.6934	Europe/Madrid	Telefonica De Espana	Informatica del Ayuntamiento de Madrid	AS3352 TELEFONICA DE ESPANA
917	success		137.110.244.139	137.110.244.139	United States	US	CA	California	San Diego	92093	32.8328	-117.271	America/Los_Angeles	University of California, San Diego	University of California, San Diego	AS7377 University of California, San Diego
918	success		202.46.50.12	202.46.50.12	China	CN	GD	Guangdong	Shenzhen		22.5414	114.123	Asia/Shanghai	Beijing Baidu Netcom Science and Technology Co., Ltd.	Sunrise	AS55967 Beijing Baidu Netcom Science and Technology Co., Ltd.
919	success		77.210.100.161	77.210.100.161	Spain	ES	MD	Madrid	Madrid	28050	40.4506	-3.60236	Europe/Madrid	VODAFONE-NETWORK		AS12430 VODAFONE ESPANA S.A.U.
920	success		87.218.156.183	87.218.156.183	Spain	ES	AN	Andalusia	Los Palacios y Villafranca	41720	37.1645	-5.9232	Europe/Madrid	Orange Spain	Jazztel triple play services	AS12479 Orange Espagne SA
921	success		81.37.155.60	81.37.155.60	Spain	ES	AN	Andalusia	Málaga	29002	36.7162	-4.4161	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
922	success		84.121.40.247	84.121.40.247	Spain	ES	VC	Valencia	Albal	46470	39.403	-0.4149	Europe/Madrid	Ono	Cableuropa - ONO, ONO net in whole Spain	AS6739 VODAFONE ONO, S.A.
923	success		193.43.252.252	193.43.252.252	Ukraine	UA	14	Donetsk Oblast	Mariupol	87500	47.0932	37.5383	Europe/Kiev	INTERPHONE	Interphone Ltd	
924	success		178.32.69.212	178.32.69.212	Germany	DE	HE	Hesse	Frankfurt am Main	60313	50.1109	8.68213	Europe/Berlin	OVH SAS	Schosser Dieter	AS16276 OVH SAS
925	success		157.55.33.79	157.55.33.79	United States	US	WA	Washington	Quincy-moses Lake	98848	47.2342	-119.8525	America/Los_Angeles	Microsoft Corporation	Microsoft Corporation	AS8075 Microsoft Corporation
926	success		77.73.203.3	77.73.203.3	Spain	ES	MD	Madrid	Majadahonda	28220	40.4683	-3.8683	Europe/Madrid	Banco de Espana - Infr. - INet	Banco de Espana	AS20905 Banco de Espana
927	success		213.192.208.181	213.192.208.181	Spain	ES	CT	Catalonia	Barcelona	08041	41.387	2.1701	Europe/Madrid	Evolutio Cloud enabler		AS12541 EVOLUTIO CLOUD ENABLER S.A. UNIPERSONAL
928	success		90.170.160.239	90.170.160.239	Spain	ES	AN	Andalusia	Granada	18003	37.1918	-3.6095	Europe/Madrid	Uni2		AS12479 Orange Espagne SA
929	success		83.46.243.32	83.46.243.32	Spain	ES	MD	Madrid	Madrid	28760	40.5167	-3.66479	Europe/Madrid	Telefonica de Espana SAU	RIMA (Red IP Multi Acceso)	AS3352 TELEFONICA DE ESPANA
